Недела;Ден;Датум;Час;Просторија;Студиска програма;Семестар;предмет;тип на настава;проф/асс;Групи
17;Wednesday;2026-04-22;11:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Анета Димитровска;
17;Wednesday;2026-04-22;12:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Анета Димитровска;
17;Wednesday;2026-04-22;13:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;Проф. д-p Анета Димитровска;
17;Wednesday;2026-04-22;14:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
17;Wednesday;2026-04-22;15:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
17;Wednesday;2026-04-22;16:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
17;Wednesday;2026-04-22;08:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Проф. д-р Надица Матевска;
17;Wednesday;2026-04-22;09:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Проф. д-р Надица Матевска;
17;Wednesday;2026-04-22;10:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Проф. д-р Надица Матевска;
17;Wednesday;2026-04-22;11:00;03 пред.;;;;Одбрана докторски труд;Проф. д-р Никола Гешковски;
17;Wednesday;2026-04-22;12:00;03 пред.;;;;Одбрана докторски труд;Проф. д-р Никола Гешковски;
17;Wednesday;2026-04-22;13:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
17;Wednesday;2026-04-22;14:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
17;Wednesday;2026-04-22;15:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Проф. д-p Ана Поцева Пановска;
17;Wednesday;2026-04-22;09:00;04 пред.;Лабораториско;4;Техники за подготовка на примероци за анализа (изборен);Предавање;Проф. д-p Јасмина Тониќ рибарска;
17;Wednesday;2026-04-22;10:00;04 пред.;Лабораториско;4;Техники за подготовка на примероци за анализа (изборен);Предавање;Проф. д-p Јасмина Тониќ рибарска;
17;Wednesday;2026-04-22;11:00;04 пред.;Диететика;6;Основи на фармакотерапија и терапевтска исхрана;Предавање;Проф. д-р Александра Капедановска Несторовска;
17;Wednesday;2026-04-22;12:00;04 пред.;Диететика;6;Основи на фармакотерапија и терапевтска исхрана;Предавање;Проф. д-р Александра Капедановска Несторовска;
17;Wednesday;2026-04-22;13:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
17;Wednesday;2026-04-22;14:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
17;Wednesday;2026-04-22;08:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;09:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;10:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;14:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;15:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;16:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;08:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;09:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;10:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;14:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;15:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;16:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
17;Wednesday;2026-04-22;11:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;Wednesday;2026-04-22;12:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;Wednesday;2026-04-22;13:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;Wednesday;2026-04-22;14:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;1
17;Wednesday;2026-04-22;15:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;3
17;Wednesday;2026-04-22;16:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;3
17;Wednesday;2026-04-22;17:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;
17;Wednesday;2026-04-22;18:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Ана Трајковска;
17;Wednesday;2026-04-22;08:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;Wednesday;2026-04-22;09:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;Wednesday;2026-04-22;10:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;Wednesday;2026-04-22;11:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;Wednesday;2026-04-22;12:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;Wednesday;2026-04-22;13:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;Wednesday;2026-04-22;14:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;3
17;Wednesday;2026-04-22;15:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;3
17;Wednesday;2026-04-22;16:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;3
17;Wednesday;2026-04-22;17:00;11 лаб.;Диететика;6;Токсикологија на храна;Вежби;;
17;Wednesday;2026-04-22;18:00;11 лаб.;Диететика;6;Токсикологија на храна;Вежби;;
17;Wednesday;2026-04-22;08:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;Wednesday;2026-04-22;09:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;Wednesday;2026-04-22;10:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;Асс. м-р Евгенија Михајлоска;
17;Wednesday;2026-04-22;11:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;Wednesday;2026-04-22;12:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;Wednesday;2026-04-22;13:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;;
17;Wednesday;2026-04-22;14:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;4
17;Wednesday;2026-04-22;15:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;4
17;Wednesday;2026-04-22;16:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;4
17;Wednesday;2026-04-22;11:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
17;Wednesday;2026-04-22;12:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
17;Wednesday;2026-04-22;13:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;2
